vahana1
    1.000000       0.000000    
   0.9964375      0.1282714E-02
   0.9857856      0.3709063E-02
   0.9694797      0.7459946E-02
   0.9481570      0.1210819E-01
   0.9217239      0.1754793E-01
   0.8904033      0.2393220E-01
   0.8548368      0.3131712E-01
   0.8156927      0.3967058E-01
   0.7736916      0.4886303E-01
   0.7295575      0.5873637E-01
   0.6839953      0.6902837E-01
   0.6376773      0.7944652E-01
   0.5912392      0.8964204E-01
   0.5452043      0.9903764E-01
   0.4996951      0.1071321    
   0.4543928      0.1135956    
   0.4096862      0.1178683    
   0.3647470      0.1196540    
   0.3211990      0.1191687    
   0.2790209      0.1165853    
   0.2386040      0.1120263    
   0.2003739      0.1056735    
   0.1646702      0.9782973E-01
   0.1318346      0.8869858E-01
   0.1021494      0.7846457E-01
   0.7586697E-01  0.6735809E-01
   0.5320544E-01  0.5564639E-01
   0.3436132E-01  0.4361210E-01
   0.1940214E-01  0.3168795E-01
   0.8450592E-02  0.2021564E-01
   0.1939041E-02  0.9439928E-02
   0.5379148E-03  0.5003757E-02
   0.9584755E-04  0.2293193E-02
   0.1205809E-05  0.6212103E-03
   0.4602962E-04 -0.9385405E-03
   0.1197050E-03 -0.1666567E-02
   0.2392521E-03 -0.2360005E-02
   0.4030648E-03 -0.2993433E-02
   0.6306187E-03 -0.3617337E-02
   0.9343121E-03 -0.4267565E-02
   0.1302337E-02 -0.4928363E-02
   0.2253337E-02 -0.6292927E-02
   0.3505196E-02 -0.7701058E-02
   0.5946335E-02 -0.9822449E-02
   0.1208527E-01 -0.1348725E-01
   0.2827529E-01 -0.1878250E-01
   0.5017430E-01 -0.2263102E-01
   0.7729323E-01 -0.2555279E-01
   0.1093409     -0.2777330E-01
   0.1459136     -0.2943506E-01
   0.1865449     -0.3062394E-01
   0.2307177     -0.3133844E-01
   0.2778740     -0.3166466E-01
   0.3274057     -0.3165568E-01
   0.3786943     -0.3132660E-01
   0.4311015     -0.3069229E-01
   0.4839774     -0.2967393E-01
   0.5366637     -0.2823993E-01
   0.5885241     -0.2632158E-01
   0.6388918     -0.2384393E-01
   0.6876287     -0.2063144E-01
   0.7349647     -0.1671664E-01
   0.7808718     -0.1238493E-01
   0.8250357     -0.8093873E-02
   0.8666661     -0.4390189E-02
   0.9045910     -0.1633426E-02
   0.9375938     -0.1272418E-04
   0.9644873      0.5186595E-03
   0.9842177      0.2812708E-03
   0.9961654     -0.2339506E-03
    1.000000       0.000000    
